dwa_id,dwa_title,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,verdict,confidence,rationale,rubric_version,model,scored_at,n_raters,score_disagreement,raters
4.A.3.b.1.f.4,Update website content.,71.0,86.5,4.0,11.5,20.0,22.5,20.0,largely_automatable,medium,"Content generation and CMS publishing are already scriptable and LLM-drafted; the binding constraint is editorial approval of what goes public under a brand's name, not the mechanics.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,10.1,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.5,Update computer database information.,76.0,80.0,4.0,7.5,17.5,25.0,30.0,largely_automatable,high,"Record updating is the archetypal rules-based transaction already handled by integrations, RPA and workflow automation; residual human work is exception handling and source verification.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.6,Enter information into databases or software programs.,78.5,81.0,5.0,6.5,12.5,20.0,25.0,largely_automatable,high,"OCR, document-extraction models and RPA now ingest most structured and semi-structured sources end-to-end; only messy or unverifiable source documents still require a keying human.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.7,Prepare data for analysis.,56.5,82.5,4.0,7.5,37.5,27.5,35.0,augmentable,medium,"Cleaning, joining and reshaping data is highly code-generatable, but decisions about outliers, missingness and what counts as valid still shape downstream conclusions and need an analyst's sign-off.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.8,Code data or other information.,60.0,86.0,4.0,6.5,35.0,30.0,32.5,largely_automatable,medium,"Classification against a codebook (medical, survey, taxonomic) is exactly what current models do well; the constraint is ambiguous edge cases and audit requirements in regulated coding like billing.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,7.4,claude-opus-5;claude-sonnet-5
4.A.3.b.2.a.1,Determine design criteria or specifications.,23.5,63.5,10.0,35.0,71.0,62.5,60.0,augmentable,medium,"Setting criteria means reconciling stakeholder needs, cost, regulation and risk tolerance — models can draft and check against standards, but the trade-off choices are owned by a responsible engineer or designer.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.3.b.2.a.2,Develop specifications for new products or processes.,19.0,63.5,12.5,37.5,72.5,64.0,61.5,augmentable,medium,Novel product specs require committing an organisation to unproven trade-offs and validating against physical and market realities the model cannot test; drafting and consistency checking are heavily assisted.,2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,10.7,claude-opus-5;claude-sonnet-5
4.A.3.b.2.a.3,Develop specifications or procedures for website development or maintenance.,39.0,79.0,4.0,28.5,47.5,37.5,32.5,augmentable,medium,"Web standards, style guides and maintenance procedures are text artifacts LLMs produce well; the constraint is eliciting and arbitrating what the organisation actually wants and enforcing it.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,9.1,claude-opus-5;claude-sonnet-5
4.A.3.b.2.a.4,Develop technical specifications for systems or equipment.,22.5,67.0,15.0,31.0,65.0,65.0,62.5,augmentable,medium,"Equipment and system specs often carry engineering-liability weight and must be reconciled with site conditions and codes, so a licensed engineer signs even when the document is machine-drafted.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,15.1,claude-opus-5;claude-sonnet-5
4.A.3.b.2.a.5,Develop specifications for computer network operation.,33.5,76.0,7.5,25.0,54.0,50.0,52.5,augmentable,medium,"Network design specification is well-covered by documented patterns and vendor tooling that models reproduce fluently, but capacity, security and continuity risk keep an accountable architect in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,11.9,claude-opus-5;claude-sonnet-5
4.A.3.b.2.a.6,Determine operational criteria or specifications.,25.0,63.5,12.5,35.0,67.5,58.5,56.0,augmentable,medium,"Operational criteria encode an organisation's risk appetite and resource constraints, information that is tacit and negotiated rather than retrievable, though models can benchmark and draft the resulting standards.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,10.9,claude-opus-5;claude-sonnet-5
4.A.3.b.2.a.7,Develop performance metrics or standards related to information technology.,35.0,77.5,4.0,31.5,55.0,45.0,40.0,augmentable,medium,"Drafting SLAs, KPIs and IT standards is document work models handle well, but choosing targets that people will be measured against requires negotiation and managerial ownership.",2026-09-16.1,claude-opus-5,2026-09-16T22:02:08Z,2,11.4,claude-opus-5;claude-sonnet-5
4.A.3.b.2.b.1,Plan facility layouts or designs.,30.0,57.5,27.5,30.0,57.5,52.5,50.0,augmentable,medium,"Space-planning and adjacency optimisation are well served by generative layout tools, but reconciling workflow, code, client preference and site idiosyncrasy still requires a human owner of the final plan.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.3.b.2.b.2,Incorporate green features into the design of structures or facilities.,22.5,65.0,15.0,30.0,62.5,50.0,45.0,augmentable,medium,"Sustainability rating systems and energy-modelling knowledge are highly codified text and calculation, so models can propose measures; the binding constraint is trading off cost, client priorities and certification strategy in a specific project context.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.3.b.2.b.3,Design civil structures or systems.,17.5,55.0,20.0,25.0,67.5,88.5,85.0,human_anchored,high,"Analysis and code-checking are increasingly software-driven, but civil and structural designs must be sealed by a licensed engineer who bears legal liability for public safety.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.3.b.2.b.4,Design structures or facilities.,18.5,55.0,21.5,30.0,67.5,79.0,75.0,augmentable,medium,"Parametric and generative design tools produce viable options quickly, yet the binding constraints are client negotiation, site-specific constraints and permit-stage sign-off by a licensed professional.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.3.b.2.c.1,Design industrial processing systems.,20.0,57.5,21.0,25.0,66.0,71.5,72.5,augmentable,medium,"Process simulation and flowsheet software carries much of the computation, but selecting unit operations under uncertain feedstock, safety and economic assumptions remains an engineer's call with hazard liability attached.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.3.b.2.c.3,Design industrial equipment.,23.0,54.0,24.0,20.0,60.0,60.0,61.0,augmentable,medium,"CAD plus topology/generative optimisation automates sizing and detailing of components, but integrating manufacturability, maintenance access and plant-floor realities requires a responsible designer.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.3.b.2.c.4,Design energy production or management equipment or systems.,20.0,56.0,22.5,22.5,65.0,72.5,75.0,augmentable,medium,"Load modelling and equipment selection are computationally tractable, yet grid/utility interconnection standards and high-consequence failure modes keep a licensed engineer accountable for the design.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.3.b.2.c.5,"Design tools, fixtures, or other devices for production equipment.",31.5,57.5,27.5,15.0,47.5,42.5,42.5,augmentable,medium,"Fixture and tooling design is the most rule-bound and library-driven of design tasks, with automated jig generation already in CAM suites; residual work is fitting the tool to an actual machine and part behaviour observed on the floor.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.3.b.2.c.6,Design control systems for mechanical or other equipment.,25.0,69.0,16.5,17.5,57.5,62.5,67.5,augmentable,medium,"Control logic is symbolic and code-like, which models handle well, but functional-safety certification and the physical consequences of a mis-tuned loop demand human verification and sign-off.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,13.0,claude-opus-5;claude-sonnet-5
4.A.3.b.2.d.1,Create models of engineering designs or methods.,32.5,65.0,15.0,12.5,52.5,42.5,45.0,augmentable,medium,"Building CAD/FEA models and scripting simulations is increasingly tool-assisted; the constraint is choosing abstractions and boundary conditions that make the model valid, which is a judgment call.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.3.b.2.d.2,Develop models of information or communications systems.,38.5,81.5,5.0,21.0,57.5,47.5,50.0,augmentable,medium,"Wholly digital, documentation-like work over formal notations where frontier models are strong; what stops full automation is eliciting real requirements and validating the model against messy existing infrastructure.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,8.9,claude-opus-5;claude-sonnet-5
4.A.3.b.2.d.3,Create physical models or prototypes.,35.0,25.0,87.5,10.0,40.0,32.5,35.0,augmentable,medium,"Additive manufacturing and CNC already turn digital models into parts unattended, but fixturing, finishing, assembly and hands-on evaluation of the prototype require bodily presence in the shop.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:15Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.3.b.2.e.1,Design electromechanical equipment or systems.,17.5,53.5,37.5,25.0,63.5,68.5,68.5,augmentable,medium,"EDA and generative CAD tools accelerate topology and component selection, but integrating mechanical motion, thermal and safety constraints requires physical prototyping and a licensed engineer's sign-off on the final design.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.3.b.2.e.2,Design electrical equipment or systems.,19.0,56.5,31.5,24.0,61.5,72.5,72.5,augmentable,medium,"Code-compliance calculations and schematic generation are increasingly tool-assisted, but electrical designs carry fire and shock liability that statutorily requires a stamped, accountable engineer.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,8.1,claude-opus-5;claude-sonnet-5
4.A.3.b.2.e.3,Design electronic or computer equipment or instrumentation.,25.0,65.5,26.0,20.0,59.0,61.0,64.0,augmentable,medium,"Circuit synthesis, place-and-route and firmware scaffolding are already heavily automated in EDA flows, yet architectural trade-offs, novel requirements and silicon validation still anchor a human designer.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,4.4,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.1,Develop procedures for data management.,37.5,83.5,4.0,25.0,46.5,51.5,46.0,augmentable,medium,"Drafting data governance, retention and access procedures is largely document generation an LLM handles well, but the procedures must bind to a specific organizational and regulatory context and be owned by a data steward.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.10,Develop data analysis or data management procedures.,38.5,84.5,4.0,22.5,48.5,48.5,45.0,augmentable,medium,"Analytic pipeline and methodology design is textual and code-like, squarely in LLM range, though validity of the analytic choices against messy real data still needs expert verification.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,8.1,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.11,Develop technical processes to improve the efficiency of biofuel production.,12.5,49.0,51.5,21.0,71.0,51.0,55.0,resistant,medium,Process-efficiency gains in biofuel depend on wet-lab experimentation and pilot-plant iteration with living systems; models can propose hypotheses but cannot close the empirical loop.,2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,3.7,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.12,Develop new or advanced products or production methods.,12.5,55.0,43.5,31.5,77.5,52.5,56.5,resistant,medium,"Genuine novelty requires physical prototyping, market judgment and iterative experimentation; ideation support is real but the development cycle itself is not automatable end-to-end.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.13,Develop procedures to evaluate organizational activities.,30.0,77.5,4.0,41.5,61.0,51.5,40.0,augmentable,medium,"Evaluation frameworks and metrics can be drafted by a model, but choosing what counts as organizational success is politically negotiated and must be owned by management.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.14,Develop technical methods or processes.,17.5,58.5,37.5,24.0,66.5,50.0,51.5,resistant,low,"Broadly worded technical method development typically bottoms out in physical trial and validation in a specific plant or lab, which no deployed system performs autonomously.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,8.7,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.15,Develop testing routines or procedures.,39.0,75.0,21.0,17.5,49.0,52.5,54.0,augmentable,medium,"Test-case generation from specifications is one of the strongest current LLM applications, but coverage adequacy for safety-relevant systems and physical test rig setup keep a human owner.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,4.9,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.16,Develop procedures for data entry or processing.,47.5,85.0,5.0,17.5,34.0,36.0,32.5,augmentable,medium,"Data entry and processing workflows are rule-bound and highly documentable, so drafting them is well within model capability; constraints are mostly integration with legacy systems rather than reasoning.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,10.1,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.17,"Establish standards for products, processes, or procedures.",15.0,66.0,11.0,45.0,70.0,72.5,64.0,human_anchored,medium,"Standard-setting is an authoritative act: someone with institutional or regulatory standing must adjudicate competing stakeholder interests and be answerable for the threshold chosen, however well a model drafts the text.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:03Z,2,6.7,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.18,Develop agricultural methods.,11.0,49.0,55.0,27.5,72.5,42.5,52.5,augmentable,medium,"Method development rests on empirical field trials in specific soils, climates and crops; models can synthesize agronomic literature and design protocols but cannot generate the site-specific evidence that validates a method.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:38Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.3.b.2.f.2,Establish nursing policies or standards.,9.0,65.0,7.5,52.5,70.0,85.0,75.0,augmentable,medium,"Drafting and harmonizing policy text against regulation and evidence is highly language-shaped, but adoption requires negotiation with clinical staff and a licensed nursing leader who owns the patient-safety consequences.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:38Z,2,6.0,claude-opus-5;claude-sonnet-5
