dwa_id,dwa_title,susceptibility,exposure,anchoring,stakes,deployment_gap,verdict,confidence,n_occupations,n_tasks,rationale
4.A.3.b.6.h.8,Record agricultural or forestry inventory data.,51.1,34.0,31.9,30.0,-6.0,augmentable,medium,1,1,"The recording step is trivially digital, but generating the inventory figures for crops, livestock or timber still depends on in-field observation, counting and measurement; remote sensing covers only part of it."
4.A.4.b.3.f.11,Train caregivers or other non-medical personnel.,51.1,57.5,55.3,56.2,36.5,resistant,medium,8,8,"Instructional content is easy to generate, but confirming that an anxious, often untrained caregiver can actually perform care tasks safely requires observation in situ and clinical responsibility."
4.A.1.a.1.j.4,Monitor environmental impacts of production or development activities.,50.8,47.5,45.9,58.8,12.5,augmentable,medium,4,6,"Continuous sensing and telemetry automate the data capture, but interpreting anomalies against permit conditions and doing site verification still requires a qualified person on the ground."
4.A.2.b.2.m.5,Design energy-efficient vehicles or vehicle components.,50.8,51.0,49.4,67.5,36.0,augmentable,medium,2,4,"Generative design and CFD/FEA optimisation accelerate component design, but prototyping, validation testing and safety homologation keep engineers in ownership of the outcome."
4.A.2.b.2.l.7,Develop strategies or programs for students with special needs.,50.6,60.5,59.4,76.5,50.5,human_anchored,medium,1,2,"Special-needs planning is statutorily governed (IEP-type processes) and built from direct observation of the child plus negotiation with families and specialists, so a credentialed human must author and be answerable for it."
4.A.1.a.1.v.1,"Investigate system, equipment, or product failures.",50.5,53.5,52.4,60.8,31.0,augmentable,medium,6,6,"Log analytics and diagnostic models can localize many failures, but root-cause work usually needs physical teardown and inspection plus a defensible causal judgment, so the machine contribution is hypothesis generation rather than closure."
4.A.4.b.4.f.4,Manage human resources activities.,50.5,57.5,56.6,71.2,45.0,human_anchored,high,4,4,"Employment decisions carry legal exposure and the substance is handling people—grievances, discipline, hiring—so a responsible human must remain in place even where systems draft and screen."
4.A.4.b.4.g.1,Direct quality control activities.,50.5,50.0,49.1,66.2,17.5,augmentable,medium,10,11,"Automated inspection and SPC systems catch defects, but sign-off on releases, corrective actions and regulatory conformity is a named quality manager's duty."
4.A.4.b.4.h.2,Direct financial operations.,50.5,55.0,54.1,86.2,45.0,human_anchored,high,1,1,"Financial control carries fiduciary and statutory certification duties (e.g., officer attestation), so directing operations cannot be delegated to a system despite heavy analytic automation."
4.A.4.b.6.i.1,Advise others on management of emergencies or hazardous situations or materials.,50.5,62.5,61.5,87.5,45.0,resistant,medium,6,6,"Emergency and hazmat guidance is time-critical, situation-specific and often requires on-scene sensing and command authority; the life-safety error cost blocks unsupervised automation even where reference data is codified."
4.A.2.b.1.f.2,Diagnose medical conditions.,50.4,67.5,66.8,94.5,50.0,human_anchored,high,28,38,"Frontier models match or beat clinicians on vignette reasoning, yet physical examination, history elicitation and statutory licensure mean the diagnostic act legally belongs to a named clinician."
4.A.1.a.2.b.3,Monitor operational quality or safety.,50.2,46.5,46.2,66.2,5.5,augmentable,low,1,1,"Instrumented quality and safety metrics are readily machine-monitored, but the safety dimension carries a named-responsible-person requirement and depends on unmeasured, in-person cues; the activity as written is heterogeneous."
4.A.1.a.2.b.9,Inspect operational processes.,50.2,42.5,42.1,50.0,4.0,augmentable,medium,4,4,"Instrumented processes already self-monitor via SCADA and machine vision, but detecting the anomalies that no sensor covers still needs a person walking the line and interpreting context."
4.A.3.b.5.c.1,Maintain computer hardware.,50.1,40.0,39.8,32.5,16.5,resistant,medium,6,6,"Firmware updates and remote diagnostics are automatable, but swapping drives, cards and cables and racking hardware still requires a person at the machine."
4.A.2.b.2.a.5,Modify treatment plans to accommodate client needs.,50.0,59.0,58.9,79.2,47.5,human_anchored,high,1,1,"The substance is negotiating adherence, preferences and life circumstances with the client, and any deviation from the standard plan must be justified by an accountable practitioner."
4.A.4.b.1.a.4,Communicate with management or other staff to resolve problems.,50.0,50.0,50.0,50.0,37.5,human_anchored,medium,2,2,The substance is organisational dialogue and alignment with managers; tools can summarise and draft but cannot be the party to an internal negotiation.
4.A.4.b.4.i.6,Coordinate construction or installation activities.,50.0,52.5,52.6,56.8,26.5,augmentable,medium,1,1,"Scheduling and clash-detection software handles much of the coordination logic, but reconciling trades and resolving on-site conflicts remains a negotiation among people."
4.A.4.c.3.f.4,Prescribe assistive medical devices or related treatments.,50.0,56.0,55.9,81.2,44.5,human_anchored,high,6,6,"Prescribing is a licensed act requiring a named clinician's signature, and device selection depends on hands-on assessment of the patient's body and function; a model can propose options but cannot own the order."
4.A.1.a.2.a.9,Assess equipment functioning.,49.9,37.5,37.7,48.2,-15.0,augmentable,medium,1,1,"Condition-monitoring sensors and predictive-maintenance analytics cover much of the routine assessment, yet confirming a fault typically still requires physically handling or testing the machine."
4.A.3.b.2.f.11,Develop technical processes to improve the efficiency of biofuel production.,49.9,49.0,49.1,53.0,36.5,resistant,medium,1,7,Process-efficiency gains in biofuel depend on wet-lab experimentation and pilot-plant iteration with living systems; models can propose hypotheses but cannot close the empirical loop.
4.A.2.b.2.k.3,"Design micro- or nano-scale materials, devices, or systems.",49.8,48.5,49.0,60.0,33.0,augmentable,medium,2,4,Nanoscale design is bound by fabrication constraints and process-specific tacit knowledge discovered in cleanroom iteration; models help with parameter search and literature synthesis but cannot own the design-fabricate-measure cycle.
4.A.4.b.4.e.11,Coordinate cross-disciplinary research programs.,49.6,53.5,54.2,57.0,47.0,resistant,medium,4,4,"Synthesising across disciplines is where LLMs are strongest, yet the work is mainly brokering between specialists, funders and institutions, which requires standing and relationships."
4.A.4.b.4.j.35,Manage preparation of special meals or diets.,49.5,51.0,52.0,60.5,29.5,resistant,medium,3,7,"Therapeutic menu planning against dietary restrictions is well-handled by software, but overseeing actual food preparation and allergen safety demands physical supervision and a clinically responsible person."
4.A.3.b.2.f.18,Develop agricultural methods.,49.2,49.0,50.6,47.5,38.0,augmentable,medium,5,10,"Method development rests on empirical field trials in specific soils, climates and crops; models can synthesize agronomic literature and design protocols but cannot generate the site-specific evidence that validates a method."
4.A.2.b.3.a.18,Attend training sessions or professional meetings to develop or maintain professional knowledge.,49.1,35.0,36.9,35.0,28.5,human_anchored,high,21,21,Attendance is itself the deliverable — credit hours and peer contact are credited to a present person; models can summarise proceedings but cannot substitute for the attendee.
4.A.4.a.5.i.3,Assist clients in handling details of daily life.,49.1,47.5,49.4,40.0,25.0,resistant,medium,1,1,"Scheduling, form-filling and benefits navigation are highly LLM-exposed, but the work is anchored in a trusted ongoing relationship with a dependent person and frequent errands in the physical world."
4.A.2.a.1.f.5,Assess skin or hair conditions.,48.8,50.0,52.4,58.8,20.0,augmentable,medium,1,1,"Image-based dermatological and trichological classifiers are commercially deployed and accurate on common presentations, but palpation, lighting control and triage responsibility keep a person in the loop."
4.A.4.c.2.a.4,Participate in staffing decisions.,48.7,47.5,50.1,64.2,36.5,human_anchored,medium,3,4,Participation in a decision is inherently a claim of organisational responsibility and negotiation among stakeholders; analytics can inform but cannot hold the seat.
4.A.1.a.2.k.5,Verify that medical activities or operations meet standards.,48.4,57.5,60.8,85.5,37.5,human_anchored,high,4,5,"Verification of clinical standards is an attestation act under professional licensure; the binding constraint is legal responsibility for patient harm, not analytic capability."
